Marca,Modello,Anno,Serie,Carrozzeria,Posti,Lunghezza,Larghezza,Altezza,Passo,Peso a vuoto,Altezza da terra,Volume bagagliaio,Massa totale,Alimentazione,Cilindrata,Cavalli,Cilindri,Diametro cilindro,Corsa pistone,Cambio,Trazione,Velocità massima,Consumo città,Consumo extraurbano,Consumo misto,Accelerazione a 100 km/h,Volume serbatoio
Nissan,Sunny,1990,station wagon,Station Wagon,5,4175,1665,1520,2400,1134,150,1600,1620,Diesel,1974,75,4,"84,5",88,Manuale,Anteriore,154,,,6,"15,9",50
Nissan,Teana,2003,Berlina,Berlina,5,4845,1765,1475,2775,1455,,476,1900,Benzina,1998,136,4,,,Automatico,Anteriore,180,"13,2","8,1",10,"12,5",70
Nissan,Teana,2003,Berlina,Berlina,5,4845,1765,1475,2775,1514,135,476,1538,Benzina,2349,173,6,,,Automatico,Anteriore,196,"13,7","8,3","10,3","10,7",70
Nissan,Teana,2003,Berlina,Berlina,5,4845,1765,1475,2775,1514,135,476,1538,Benzina,2488,160,4,,,Automatico,Trazione integrale (AWD),186,15,"7,5","13,2","12,7",70
Nissan,Teana,2003,Berlina,Berlina,5,4845,1765,1475,2775,1589,135,476,1601,Benzina,3498,231,6,,,Variatore,Anteriore,210,15,"8,4","10,8","7,9",70
Nissan,Teana,2003,Berlina,Berlina,5,4845,1765,1475,2775,1589,135,476,1601,Benzina,3498,245,6,,,Variatore,Anteriore,,,,,,70
Nissan,Teana,2003,Berlina,Berlina,5,4845,1765,1475,2775,1589,135,476,1601,Benzina,3498,231,6,,,Manuale,Anteriore,210,15,"8,4","10,8","7,9",70
Nissan,Teana,2003,Berlina,Berlina,5,4845,1765,1475,2775,1589,135,476,1601,Benzina,3498,245,6,,,Manuale,Anteriore,210,15,"8,4","10,8","7,9",70
Nissan,Teana,2008,Berlina,Berlina,5,4850,1795,1495,2775,1512,150,488,2060,Benzina,2496,182,6,85,"73,3",Variatore,Anteriore,200,"12,1",8,"9,5","9,6",70
Nissan,Teana,2008,Berlina,Berlina,5,4850,1795,1515,2775,1563,150,488,2080,Benzina,2488,167,6,89,100,Variatore,Completo di plug-in,180,"12,5","7,5","9,4","9,8",70
Nissan,Teana,2008,Berlina,Berlina,5,4850,1795,1495,2775,1590,150,488,2090,Benzina,3498,249,6,"95,5","81,4",Variatore,Anteriore,210,"13,8","8,2","10,2","7,2",70
Nissan,Teana,2013,Berlina,Berlina,5,4863,1830,1482,2775,1482,150,474,1950,Benzina,2488,173,4,89,100,Variatore,Anteriore,210,"10,2",6,"7,5","9,8",68
Nissan,Teana,2013,Berlina,Berlina,5,4863,1830,1486,2775,1589,150,474,2025,Benzina,3498,249,6,"81,4","95,5",Variatore,Anteriore,230,"13,2",7,"9,3","7,2",68
Nissan,Terrano,2014,Crossover,Incrocio,5,4342,1822,1668,2674,1226,205,1636,1726,Benzina,1598,102,4,"79,5","80,5",Manuale,Anteriore,163,"9,8","6,5","7,6","11,8",50
Nissan,Terrano,2014,Crossover,Incrocio,5,4315,1822,1625,2673,1248,205,1636,1700,Benzina,1598,114,4,78,"83,6",Manuale,Anteriore,167,"9,3","6,3","7,4","10,9",50
Nissan,Terrano,2014,Crossover,Incrocio,5,4342,1822,1668,2674,1326,210,1636,1826,Benzina,1598,102,4,"79,5","80,5",Manuale,Completo di plug-in,158,11,7,"8,2","13,5",50
Nissan,Terrano,2014,Crossover,Incrocio,5,4315,1822,1625,2673,1375,210,1570,1800,Benzina,1598,114,4,78,"83,6",Manuale,Trazione integrale (AWD),166,"9,1","6,8","7,6","12,5",50
Nissan,Terrano,2014,Crossover,Incrocio,5,4342,1822,1668,2674,1305,205,1636,1805,Benzina,1998,135,4,"82,7",93,Automatico,Anteriore,168,11,"6,7","8,3","11,2",50
Nissan,Terrano,2014,Crossover,Incrocio,5,4315,1822,1695,2673,1434,210,1570,1856,Benzina,1998,143,4,"82,7",93,Automatico,Trazione integrale (AWD),174,"11,3","7,2","8,7","11,5",50
Nissan,Terrano,2014,Crossover,Incrocio,5,4342,1822,1662,2675,1377,210,1636,1866,Benzina,1998,135,4,"82,7",93,Manuale,Completo di plug-in,177,"10,3","6,5","7,8","10,4",50
Nissan,Terrano,2014,Crossover,Incrocio,5,4315,1822,1695,2673,1416,210,1570,1841,Benzina,1998,143,4,"82,7",93,Manuale,Trazione integrale (AWD),180,"10,1","6,4","7,8","10,7",50
Nissan,Terrano,1996,SUV,SUV,5,4670,1840,1730,2700,1930,210,,,Diesel,2953,170,4,96,102,Automatico,Completo di plug-in,,,,,,80
Nissan,Terrano,1996,SUV,SUV,5,4670,1840,1730,2700,1910,210,,,Diesel,3153,150,4,"99,2",102,Automatico,Completo di plug-in,,,,,,80
Nissan,Terrano,1996,SUV,SUV,5,4670,1840,1730,2700,1910,210,,,Diesel,3153,150,4,"99,2",102,Automatico,Completo di plug-in,,,,,,80
Nissan,Terrano,1996,SUV,SUV,5,4670,1840,1730,2700,1830,210,,,Benzina,3274,170,6,"91,5",83,Automatico,Trazione integrale (AWD),,"13,8",,,,80
Nissan,Terrano,1996,SUV,SUV,5,4670,1840,1730,2700,1830,210,,,Benzina,3274,170,6,"91,5",83,Automatico,Completo di plug-in,,"13,8",,,,80
Nissan,Terrano,1993,SUV 3-porte,SUV,5,4105,1735,1805,2450,1620,,1650,2300,Benzina,2389,124,4,89,96,Manuale,Completo di plug-in,160,,,"11,1","13,2",72
Nissan,Terrano,1993,SUV 3-porte,SUV,5,4105,1735,1805,2450,1730,,1650,2300,Diesel,2663,100,4,96,92,Manuale,Completo di plug-in,145,,,"10,9",19,72
Nissan,Terrano,1993,SUV 5-porte,SUV,5,4585,1735,1810,2650,1750,,1900,2580,Benzina,2389,124,4,89,96,Manuale,Completo di plug-in,160,,,"11,4","13,3",80
Nissan,Terrano,1993,SUV 5-porte,SUV,5,4585,1735,1810,2650,1850,,1900,2580,Diesel,2663,100,4,96,92,Manuale,Completo di plug-in,145,,,"11,2",19,80
Nissan,Terrano,1999,SUV 3-porte,SUV,5,4185,1755,1830,2450,1630,,1650,2510,Benzina,2389,116,4,89,96,Manuale,Completo di plug-in,160,,,"11,1","13,1",72
Nissan,Terrano,1999,SUV 3-porte,SUV,5,4185,1755,1830,2450,1745,,1650,2510,Diesel,2663,125,4,96,92,Manuale,Completo di plug-in,155,11,8,"10,2","15,7",72
Nissan,Terrano,1999,SUV 3-porte,SUV,5,4217,1755,1830,2450,1760,210,1650,2510,Diesel,2953,154,4,96,102,Automatico,Completo di plug-in,166,"12,7","8,2","9,8","13,6",72
Nissan,Terrano,1999,SUV 3-porte,SUV,5,4217,1755,1830,2450,1760,210,1650,2510,Diesel,2953,154,4,96,102,Manuale,Completo di plug-in,170,11,"7,4","8,8","13,3",72
Nissan,Terrano,1999,SUV 5-porte,SUV,5,4665,1755,1850,2650,1760,,1900,2510,Benzina,2389,118,4,89,96,Manuale,Completo di plug-in,160,,,"11,4","14,3",80
Nissan,Terrano,1999,SUV 5-porte,SUV,5,4665,1755,1850,2650,1875,,1900,2580,Diesel,2663,125,4,96,92,Manuale,Completo di plug-in,155,11,8,"10,2","16,7",80
Nissan,Terrano,1999,SUV 5-porte,SUV,5,4697,1755,1850,2650,1950,210,1900,2510,Diesel,2953,154,4,96,102,Automatico,Completo di plug-in,166,"12,7","8,2","9,8","13,6",80
Nissan,Terrano,1999,SUV 5-porte,SUV,5,4697,1755,1850,2650,1950,210,1900,2510,Diesel,2953,154,4,96,102,Manuale,Completo di plug-in,170,"11,3","7,4","8,8","13,3",80
Nissan,Terrano,1996,SUV 3-porte,SUV,5,4185,1755,1830,2450,1630,,1650,2510,Benzina,2389,116,4,89,96,Manuale,Completo di plug-in,160,,,"11,1","13,1",72
Nissan,Terrano,1996,SUV 3-porte,SUV,5,4185,1755,1830,2450,1745,,1650,2510,Diesel,2663,125,4,96,92,Manuale,Completo di plug-in,155,11,8,"10,2","15,7",72
Nissan,Terrano,1996,SUV 5-porte,SUV,5,4665,1755,1850,2650,1760,,1900,2510,Benzina,2389,118,4,89,96,Manuale,Completo di plug-in,160,,,"11,4","14,3",80
Nissan,Terrano,1996,SUV 5-porte,SUV,5,4665,1755,1850,2650,1875,,1900,2580,Diesel,2663,125,4,96,92,Manuale,Completo di plug-in,155,11,8,"10,2","16,7",80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4530,1745,1705,2700,1840,190,,,Diesel,2663,130,4,96,92,Automatico,Completo di plug-in,,,,,,80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4530,1745,1705,2700,1840,190,,,Diesel,2663,130,4,96,92,Automatico,Trazione integrale (AWD),,,,,,80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4770,1745,1730,2700,1880,190,,,Diesel,2663,130,4,96,92,Automatico,Trazione integrale (AWD),,,,,,80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4530,1840,1725,2700,1860,210,,,Diesel,2663,130,4,96,92,Automatico,Completo di plug-in,,,,,,80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4530,1840,1725,2700,1870,210,,,Diesel,2663,130,4,96,92,Automatico,Trazione integrale (AWD),,,,,,80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4770,1840,1725,2700,1890,210,,,Diesel,2663,130,4,96,92,Automatico,Trazione integrale (AWD),,,,,,80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4530,1745,1705,2700,1830,190,,,Diesel,2663,130,4,96,92,Manuale,Completo di plug-in,,,,,,80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4530,1840,1725,2700,1860,210,,,Diesel,2663,130,4,96,92,Manuale,Completo di plug-in,,,,,,80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4640,1770,1730,2700,1900,210,,,Diesel,2953,170,4,96,102,Automatico,Trazione integrale (AWD),,,,,,80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4640,1820,1730,2700,1930,210,,,Diesel,2953,170,4,96,102,Automatico,Trazione integrale (AWD),,,,,,80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4640,1820,1790,2700,1930,210,,,Diesel,2953,170,4,96,102,Automatico,Trazione integrale (AWD),,,,,,80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4530,1745,1710,2700,1870,190,,,Diesel,3153,150,4,"99,2",102,Automatico,Trazione integrale (AWD),,,,,,80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4770,1745,1730,2700,1920,190,,,Diesel,3153,150,4,"99,2",102,Automatico,Trazione integrale (AWD),,,,,,80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4530,1840,1730,2700,1900,210,,,Diesel,3153,150,4,"99,2",102,Automatico,Trazione integrale (AWD),,,,,,80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4530,1840,1790,2700,1900,210,,,Diesel,3153,150,4,"99,2",102,Automatico,Trazione integrale (AWD),,,,,,80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4770,1840,1750,2700,1930,210,,,Diesel,3153,150,4,"99,2",102,Automatico,Trazione integrale (AWD),,,,,,80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4530,1745,1710,2700,1870,190,,,Diesel,3153,150,4,"99,2",102,Automatico,Completo di plug-in,,,,,,80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4530,1840,1730,2700,1900,210,,,Diesel,3153,150,4,"99,2",102,Automatico,Completo di plug-in,,,,,,80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4640,1820,1730,2700,1690,210,,,Benzina,3274,170,6,"91,5",83,Automatico,Anteriore,,"13,1",,,,80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4530,1745,1705,2700,1780,190,,,Benzina,3274,170,6,"91,5",83,Automatico,Completo di plug-in,,"13,8",,,,80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4530,1745,1705,2700,1780,190,,,Benzina,3274,170,6,"91,5",83,Automatico,Trazione integrale (AWD),,"13,8",,,,80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4770,1745,1730,2700,1820,190,,,Benzina,3274,170,6,"91,5",83,Automatico,Trazione integrale (AWD),,"13,8",,,,80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4530,1840,1725,2700,1810,210,,,Benzina,3274,170,6,"91,5",83,Automatico,Trazione integrale (AWD),,"13,8",,,,80
Nissan,Terrano,1995,SUV 5-porte,SUV,5,4770,1840,1750,2700,1830,210,,,Benzina,3274,170,6,"91,5",83,Automatico,Trazione integrale (AWD),,"13,8",,,,80
Nissan,Terrano,1987,SUV 3-porte,SUV,5,4365,1690,1680,2650,1540,210,1550,2250,Benzina,2388,103,4,89,96,Manuale,Completo di plug-in,155,16,"9,6","12,5",,80
Nissan,Terrano,1987,SUV 3-porte,SUV,5,4365,1690,1680,2650,1670,210,,,Diesel,2663,85,4,96,92,Manuale,Completo di plug-in,,,,,,80
Nissan,Terrano,1987,SUV 3-porte,SUV,5,4365,1690,1680,2650,1760,195,,,Diesel,2663,100,4,96,92,Automatico,Completo di plug-in,,,,,,80
Nissan,Terrano,1987,SUV 3-porte,SUV,5,4715,1795,1695,2650,1900,210,,,Diesel,2663,100,4,96,92,Automatico,Completo di plug-in,,,,,,80
Nissan,Terrano,1987,SUV 3-porte,SUV,5,4365,1690,1680,2650,1740,195,,,Diesel,2663,100,4,96,92,Manuale,Completo di plug-in,,,,,,80
Nissan,Terrano,1987,SUV 3-porte,SUV,5,4715,1795,1695,2650,1880,210,,,Diesel,2663,100,4,96,92,Manuale,Completo di plug-in,,,,,,80
Nissan,Terrano,1987,SUV 3-porte,SUV,5,4365,1690,1680,2650,1835,210,1550,2300,Benzina,2960,148,6,87,83,Automatico,Completo di plug-in,166,"15,4","10,6","14,3","12,6",80
Nissan,Terrano,1987,SUV 3-porte,SUV,5,4365,1690,1680,2650,1720,195,,,Benzina,2960,155,6,87,83,Automatico,Completo di plug-in,,"15,1",,,,80
Nissan,Terrano,1987,SUV 3-porte,SUV,5,4715,1795,1695,2650,1850,210,,,Benzina,2960,155,6,87,83,Automatico,Completo di plug-in,,"13,6",,,,80
Nissan,Terrano,1987,SUV 3-porte,SUV,5,4365,1690,1680,2650,1835,210,1550,2300,Benzina,2960,148,6,87,83,Manuale,Completo di plug-in,166,"15,4","10,6","14,3","12,6",80
Nissan,Terrano,1987,SUV 3-porte,SUV,5,4365,1690,1680,2650,1690,195,,,Benzina,2960,155,6,87,83,Manuale,Completo di plug-in,,"13,5",,,,80
Nissan,Terrano,1987,SUV 3-porte,SUV,5,4715,1795,1695,2650,1830,210,,,Benzina,2960,155,6,87,83,Manuale,Completo di plug-in,,"12,5",,,,80
Nissan,Terrano,1987,SUV 5-porte,SUV,5,4365,1690,1680,2650,1790,195,,,Diesel,2663,100,4,96,92,Automatico,Completo di plug-in,,,,,,80
Nissan,Terrano,1987,SUV 5-porte,SUV,5,4365,1690,1680,2650,1670,210,1550,2300,Diesel,2663,99,4,96,92,Automatico,Completo di plug-in,,,,,,
Nissan,Terrano,1987,SUV 5-porte,SUV,5,4690,1690,1680,2650,1850,195,,,Diesel,2663,100,4,96,92,Automatico,Completo di plug-in,,,,,,80
Nissan,Terrano,1987,SUV 5-porte,SUV,5,4570,1795,1695,2650,1910,210,,,Diesel,2663,100,4,96,92,Automatico,Completo di plug-in,,,,,,80
Nissan,Terrano,1987,SUV 5-porte,SUV,5,4715,1795,1695,2650,1930,210,,,Diesel,2663,100,4,96,92,Automatico,Completo di plug-in,,,,,,80
Nissan,Terrano,1987,SUV 5-porte,SUV,5,4715,1795,1695,2650,1910,210,,,Diesel,2663,100,4,96,92,Automatico,Completo di plug-in,,,,,,80
Nissan,Terrano,1987,SUV 5-porte,SUV,5,4365,1690,1680,2650,1770,195,,,Diesel,2663,100,4,96,92,Manuale,Completo di plug-in,,,,,,80
Nissan,Terrano,1987,SUV 5-porte,SUV,5,4365,1690,1680,2650,1670,210,1550,2300,Diesel,2663,99,4,96,92,Manuale,Completo di plug-in,150,12,8,"10,3",18,80
Nissan,Terrano,1987,SUV 5-porte,SUV,5,4570,1795,1695,2650,1890,210,,,Diesel,2663,100,4,96,92,Manuale,Completo di plug-in,,,,,,80
Nissan,Terrano,1987,SUV 5-porte,SUV,5,4715,1795,1695,2650,1910,210,,,Diesel,2663,100,4,96,92,Manuale,Completo di plug-in,,,,,,80
Nissan,Terrano,1987,SUV 5-porte,SUV,5,4715,1795,1695,2650,1890,210,,,Diesel,2663,100,4,96,92,Manuale,Completo di plug-in,,,,,,80
Nissan,Terrano,1987,SUV 5-porte,SUV,5,4365,1690,1680,2650,1835,210,1550,2300,Benzina,2960,148,6,87,83,Automatico,Completo di plug-in,,,,,,80
Nissan,Terrano,1987,SUV 5-porte,SUV,5,4365,1690,1680,2650,1750,195,,,Benzina,2960,155,6,87,83,Automatico,Completo di plug-in,,"15,1",,,,80
Nissan,Terrano,1987,SUV 5-porte,SUV,5,4690,1690,1680,2650,1810,195,,,Benzina,2960,155,6,87,83,Automatico,Completo di plug-in,,"15,1",,,,80
Nissan,Terrano,1987,SUV 5-porte,SUV,5,4570,1795,1695,2650,1860,210,,,Benzina,2960,155,6,87,83,Automatico,Completo di plug-in,,"13,6",,,,80
Nissan,Terrano,1987,SUV 5-porte,SUV,5,4715,1795,1695,2650,1880,210,,,Benzina,2960,155,6,87,83,Automatico,Completo di plug-in,,"13,6",,,,80
Nissan,Terrano,1987,SUV 5-porte,SUV,5,4715,1795,1695,2650,1860,210,,,Benzina,2960,155,6,87,83,Automatico,Completo di plug-in,,"13,6",,,,80
Nissan,Terrano,1987,SUV 5-porte,SUV,5,4365,1690,1680,2650,1835,210,1550,2300,Benzina,2960,148,6,87,83,Manuale,Completo di plug-in,166,"15,4","10,6","14,3","12,6",80
Nissan,Terrano,1987,SUV 5-porte,SUV,5,4365,1690,1680,2650,1720,195,,,Benzina,2960,155,6,87,83,Manuale,Completo di plug-in,,"13,5",,,,80
Nissan,Terrano,1987,SUV 5-porte,SUV,5,4570,1795,1695,2650,1840,210,,,Benzina,2960,155,6,87,83,Manuale,Completo di plug-in,,"12,5",,,,80
Nissan,Terrano,1987,SUV 5-porte,SUV,5,4715,1795,1695,2650,1860,210,,,Benzina,2960,155,6,87,83,Manuale,Completo di plug-in,,"12,5",,,,80
Nissan,Terrano,1987,SUV 5-porte,SUV,5,4715,1795,1695,2650,1840,210,,,Benzina,2960,155,6,87,83,Manuale,Completo di plug-in,,"12,5",,,,80
Nissan,Tiida,2004,Berlina,Berlina,5,4470,1695,1535,2600,1120,163,463,,Benzina,1598,110,4,,,Automatico,Anteriore,170,10,"5,9","7,4","12,6",52
Nissan,Tiida,2004,Berlina,Berlina,5,4470,1695,1535,2600,1120,163,463,,Benzina,1598,110,4,,,Manuale,Anteriore,186,"8,9","5,7","6,9","11,1",52
Nissan,Tiida,2004,Berlina,Berlina,5,4470,1695,1535,2600,1223,,,1735,Benzina,1797,126,4,,,Manuale,Anteriore,195,"10,1","6,5","7,8","10,4",52
Nissan,Tiida,2004,Hatchback,Berlina,5,4295,1695,1535,2600,1150,145,,1425,Benzina,1598,110,4,,,Automatico,Anteriore,170,10,"5,9","7,4","12,6",52
Nissan,Tiida,2004,Hatchback,Berlina,5,4295,1695,1535,2600,1150,145,463,1425,Benzina,1598,110,4,,,Manuale,Anteriore,186,"8,9","5,7","6,9","11,1",52
Nissan,Tiida,2004,Hatchback,Berlina,5,4300,1695,1535,2600,1232,,,1735,Benzina,1797,126,4,,,Manuale,Anteriore,195,"10,1","6,5","7,8","10,4",52
Nissan,Tiida,2007,Berlina,Berlina,5,4479,1695,1525,2603,1214,165,823,1715,Benzina,1598,110,4,78,"83,6",Automatico,Anteriore,170,10,"5,9","7,4","12,6",52
Nissan,Tiida,2007,Berlina,Berlina,5,4479,1695,1525,2603,1193,165,823,1715,Benzina,1598,110,4,78,"83,6",Manuale,Anteriore,186,"8,9","5,7","6,9","11,1",52
Nissan,Tiida,2007,Berlina,Berlina,5,4479,1695,1525,2603,1223,165,823,1735,Benzina,1797,126,4,84,"81,1",Manuale,Anteriore,195,"10,1","6,5","7,8","10,4",52
Nissan,Tiida,2007,Hatchback,Berlina,5,4303,1695,1525,2603,1224,165,645,1715,Benzina,1598,110,4,78,"83,6",Automatico,Anteriore,170,10,"5,9","7,4","12,6",52
Nissan,Tiida,2007,Hatchback,Berlina,5,4303,1695,1525,2603,1203,165,645,1715,Benzina,1598,110,4,78,"83,6",Manuale,Anteriore,186,"8,9","5,7","6,9","11,1",52
Nissan,Tiida,2007,Hatchback,Berlina,5,4303,1695,1525,2603,1232,165,645,1735,Benzina,1797,126,4,84,"81,1",Manuale,Anteriore,195,"10,1","6,5","7,8","10,4",52
Nissan,Tiida,2015,Hatchback,Berlina,5,4387,1786,1533,2700,1225,155,307,,Benzina,1598,117,4,78,"83,6",Variatore,Anteriore,188,"8,1","5,4","6,4","11,3",52
Nissan,Tiida,2015,Hatchback,Berlina,5,4387,1786,1533,2700,1204,155,307,,Benzina,1598,117,4,78,"83,6",Manuale,Anteriore,188,"8,2","5,5","6,4","10,6",52
Nissan,Tino,2000,Minivan,Minivan,5,4270,1760,1610,2535,1390,150,1030,1880,Benzina,1769,116,4,88,80,Automatico,Anteriore,173,"10,6","6,2","7,8",12,60
Nissan,Tino,2000,Minivan,Minivan,5,4270,1760,1610,2535,1390,150,1030,1880,Benzina,1769,116,4,88,80,Automatico,Anteriore,173,"10,6","6,2","7,8",12,60
Nissan,Tino,2000,Minivan,Minivan,5,4270,1760,1610,2535,1390,150,1030,1880,Diesel,2184,136,4,86,94,Manuale,Anteriore,187,"8,6","5,5","6,6","10,5",50
Nissan,Tino,2000,Minivan,Minivan,5,4270,1760,1610,2535,1390,150,1030,1880,Diesel,2184,114,4,86,94,Manuale,Anteriore,180,"8,2","5,3","6,4","12,5",60
Nissan,Titan,2004,Crew Cab pickup 4-porte,Camioncino,5,5695,2002,1930,3551,,,,,Benzina,5552,305,8,98,92,Automatico,Posteriore,,16,"13,1",,,105
Nissan,Titan,2004,Crew Cab pickup 4-porte,Camioncino,5,5695,2002,1930,3551,,,,,Benzina,5552,305,8,98,92,Automatico,Completo di plug-in,,"18,1","13,1",,,105
Nissan,Titan,2004,Crew Cab pickup 4-porte,Camioncino,5,6203,2019,1897,4051,,,783,,Benzina,5600,317,8,98,92,Automatico,Posteriore,,"18,1","13,1",,,106
Nissan,Titan,2004,Crew Cab pickup 4-porte,Camioncino,5,6203,2019,1938,4051,,,783,,Benzina,5600,317,8,,,Automatico,Trazione integrale (AWD),,"18,3",,,,106
Nissan,Titan,2004,Crew Cab pickup 4-porte,Camioncino,5,5705,2019,1897,4051,2277,,744,2942,Benzina,5600,317,8,98,92,Automatico,Posteriore,,"18,1","13,1",,,106
Nissan,Titan,2004,Crew Cab pickup 4-porte,Camioncino,5,5705,2019,1938,4051,2423,,744,2942,Benzina,5600,317,8,,,Automatico,Completo di plug-in,,"18,3",,,,106
Nissan,Titan,2004,King Cab pickup 4-porte,Camioncino,5,5695,2002,1946,3551,2253,287,1608,2942,Benzina,5552,305,8,,,Automatico,Posteriore,,"16,8","12,4","14,7",,105
Nissan,Titan,2004,King Cab pickup 4-porte,Camioncino,5,5695,2002,1946,3551,2253,287,1608,2942,Benzina,5552,317,8,,,Automatico,Posteriore,,"16,8","13,1","14,7",,105
Nissan,Titan,2004,King Cab pickup 4-porte,Camioncino,5,5695,2002,1946,3551,2253,287,1608,2942,Benzina,5552,305,8,,,Automatico,Completo di plug-in,,"16,8","12,4","14,7",,105
Nissan,Titan,2004,King Cab pickup 4-porte,Camioncino,5,5695,2002,1946,3551,2253,287,1608,2942,Benzina,5552,317,8,,,Automatico,Completo di plug-in,,"16,8","13,1","14,7",,105
Nissan,Titan,2007,Crew Cab pickup 4-porte,Camioncino,5,6203,2019,1890,4051,,259,783,,Benzina,5600,317,8,,,Automatico,Posteriore,,"18,9","10,23",,"9,9",106
Nissan,Titan,2007,Crew Cab pickup 4-porte,Camioncino,5,6203,2019,1890,4051,,259,783,,Benzina,5600,317,8,,,Automatico,Trazione integrale (AWD),,,,,"9,3",106
Nissan,Titan,2007,Crew Cab pickup 4-porte,Camioncino,5,5705,2019,1895,4051,2277,259,744,2942,Benzina,5600,317,8,,,Automatico,Posteriore,,"16,8","12,4",,"8,9",106
Nissan,Titan,2007,Crew Cab pickup 4-porte,Camioncino,5,5705,2019,1895,4051,2423,272,744,2942,Benzina,5600,317,8,,,Automatico,Trazione integrale (AWD),,"16,8","13,1",,"9,3",106
Nissan,Titan,2007,King Cab pickup 4-porte,Camioncino,5,6203,2019,1890,4051,,259,,,Benzina,5600,317,8,,,Automatico,Posteriore,,,,,"8,9",140
Nissan,Titan,2007,King Cab pickup 4-porte,Camioncino,5,6203,2019,1890,4051,,259,783,,Benzina,5600,317,8,,,Automatico,Trazione integrale (AWD),,,,,"9,3",106
Nissan,Titan,2007,King Cab pickup 4-porte,Camioncino,5,5705,2019,1895,4051,2253,259,,2942,Benzina,5552,317,8,,,Automatico,Posteriore,,"16,8","12,4",,"8,9",140
Nissan,Titan,2007,King Cab pickup 4-porte,Camioncino,5,5705,2019,1895,4051,2398,272,,2942,Benzina,5552,317,8,,,Automatico,Trazione integrale (AWD),,"16,8","12,4",,"9,3",140
Nissan,Titan,2015,Crew Cab pickup 4-porte,Camioncino,5,5794,2020,1915,3550,2504,244,,3234,Benzina,5552,395,8,98,92,Automatico,Posteriore,,"15,7","11,2",13,,"98,4"
Nissan,Titan,2015,Crew Cab pickup 4-porte,Camioncino,5,5794,2020,1929,3550,2580,244,,3310,Benzina,5552,395,8,98,92,Automatico,Completo di plug-in,,"15,7","11,2",13,,"98,4"
Nissan,Titan,2015,King Cab pickup 4-porte,Camioncino,5,5794,2020,1915,3550,2493,244,,,Benzina,5552,395,8,98,92,Automatico,Posteriore,,"15,7","11,2",13,,"98,4"
Nissan,Titan,2015,King Cab pickup 4-porte,Camioncino,5,5794,2020,1915,3550,2569,244,,,Benzina,5552,395,8,98,92,Automatico,Completo di plug-in,,"15,7","11,2",13,,"98,4"
Nissan,Titan,2015,Single Cab pickup 2-porte,Camioncino,2,5867,2020,1915,3550,2350,244,,3230,Benzina,5552,395,8,98,92,Automatico,Posteriore,,"15,7","11,2",13,,"98,4"
Nissan,Titan,2015,Single Cab pickup 2-porte,Camioncino,2,5867,2020,1915,3550,2432,244,,3312,Benzina,5552,395,8,98,92,Automatico,Completo di plug-in,,"15,7","11,2",13,,"98,4"
Nissan,Vanette,1978,Minivan,Minivan,8,3900,1600,1755,2075,865,170,,,Benzina,1171,70,4,,,Automatico,Posteriore,,,,,,
Nissan,Vanette,1978,Minivan,Minivan,8,3900,1600,1755,2075,865,170,,,Benzina,1171,70,4,,,Manuale,Posteriore,,,,,,
Nissan,Vanette,1978,Minivan,Minivan,8,3900,1600,1755,2075,865,170,,,Benzina,1397,80,4,,,Automatico,Posteriore,,,,,,
Nissan,Vanette,1978,Minivan,Minivan,8,3900,1600,1755,2075,865,170,,,Benzina,1397,80,4,,,Manuale,Posteriore,,,,,,
Nissan,Vanette,1978,Minivan,Minivan,8,3900,1600,1755,2075,865,170,,,Benzina,1952,90,4,,,Automatico,Posteriore,,,,,,
Nissan,Vanette,1978,Minivan,Minivan,8,3900,1600,1755,2075,865,170,,,Diesel,1974,60,4,,,Automatico,Posteriore,,,,,,
Nissan,Vanette,1978,Minivan,Minivan,8,3900,1600,1755,2075,865,170,,,Diesel,1974,60,4,,,Manuale,Posteriore,,,,,,
Nissan,Vanette,1978,Minivan,Minivan,8,3900,1600,1755,2075,865,170,,,Benzina,1952,90,4,,,Manuale,Posteriore,,,,,,
